text,label,classification_label,reason,arousal,valence,who,sentiment,emotional_reaction,interpretations,explorations
Many people like sleeping in their beds with mandarins. I like eating soup with mochi. But you can get fat if you eat too much mochi.,0,0,The utterance is primarily a factual statement about personal preferences regarding food and does not express a need for empathy or provide empathetic understanding. It lacks emotional intensity and does not engage with the feelings of another person.,0,2,0,2,0,0,0
What is your favorite subject?,2,0,The utterance is a straightforward question that seeks information about the other person's preferences and does not express or elicit any emotional content.,0,0,1,2,0,0,0
What are your ages?,2,0,The utterance is a straightforward inquiry about ages and does not express or seek emotional understanding or connection.,0,2,2,2,0,0,0
What grade are you?,2,0,The utterance is a straightforward question that seeks factual information about someone's grade. It does not express or elicit any emotional content or empathy.,0,2,1,2,0,0,0
We also start with zero,2,0,"The utterance ""We also start with zero"" is a straightforward statement that does not express a need for empathy or provide empathy to another person. It appears to be a factual comment rather than an emotional one.",0,2,2,2,0,0,0
It is wonderful.,0,0,"The utterance ""It is wonderful"" expresses a positive sentiment but does not indicate a need for empathy or an understanding of another's feelings. It is a straightforward, fact-oriented statement.",0.5,1,0,1,0,2,0
I like school.,0,0,"The utterance expresses a straightforward opinion about school without any emotional depth or need for empathy. It does not seek or provide empathy, as it is a simple statement of preference.",0,1,0,1,0,2,0
I took this picture of my bike because I go to school on it. You can also see my house in the background.,0,0,"The utterance is a straightforward description of a personal experience without expressing any emotional need or providing emotional support to another person. It focuses on facts about the speaker's bike and their school commute, lacking any elements of empathy.",0,2,0,2,0,0,0
Yeah because I go to a public school.,0,0,The utterance is a straightforward statement about attending a public school and does not express a need for empathy or provide understanding of another's feelings.,0,0,0,2,0,0,0
I used to play the piano. But now I play the violin.,0,0,The utterance is a straightforward statement about a change in musical instruments and does not express a need for empathy or provide empathetic understanding.,0,2,0,2,0,0,0
"oh no, I do ballet.",0,0,"The utterance ""oh no, I do ballet"" does not express a need for empathy or provide empathy. It appears to be a straightforward statement about the speaker's involvement in ballet, without any emotional context or indication of seeking or providing empathy.",0,0,0,2,0,0,0
How do you go to school?,2,0,"The utterance is a straightforward question about the process of going to school, lacking emotional content or a need for empathy.",0,2,2,2,0,0,0
Are you guys not having exams?,2,0,"The utterance is a straightforward question about exams and does not express a need for emotional support or understanding, nor does it provide empathy to another person.",0,2,2,2,0,0,0
primary school. And yours?,2,0,The utterance is a straightforward exchange of information about primary school experiences and does not express a need for empathy or provide empathetic understanding.,0,2,2,2,0,0,0
"Those are nice school names. And really, what is your favorite sport?",2,0,The utterance is a straightforward inquiry about the other person's favorite sport and does not express or seek emotional understanding or acknowledgment.,0,2,1,2,0,0,0
Oh!,0,0,"The utterance ""Oh!"" is a brief expression that does not provide enough context to indicate a need for empathy or an understanding of another's feelings. It lacks emotional depth and specificity, making it difficult to classify as seeking or providing empathy.",0,2,0,2,0,0,0
Why?!,2,1,"The utterance ""Why?!"" expresses a strong emotional reaction, likely indicating confusion, frustration, or a need for understanding. It suggests that the speaker is seeking clarification or validation of their feelings, which aligns with the need to be heard and understood.",0.8,-0.5,0,0,-1,-1,-1
Wow!,0,0,"The utterance ""Wow!"" is an expression of surprise or amazement but does not indicate a need for empathy or an understanding of another's feelings. It is a neutral exclamation that does not seek or provide emotional support.",0.5,0.5,0,2,0,0,0
