text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,classification_label,reason,who,emotional_reaction,interpretations,explorations
yeah like i i think like most of the times like like when i'm like achieving something or something like that like when i graduated like i felt like yeah like i'm supposed to graduate right so didn't feel it that way but like i felt joy in other places I really enjoy playing video games. Like when I finish a video game after spending like 20-30 hours on it I feel like you know,2,2,0.5,0.2,positive,this is a dummy text,0,2,0,0,"The utterance reflects the speaker's personal experiences and feelings about achievement and joy, particularly in relation to graduation and playing video games. However, it does not explicitly seek empathy from the listener nor does it provide empathy to someone else.",0,1,0,0
"Yeah, that kind of feeling",2,2,0 (neutral),0 (neutral),neutral,this is a dummy text,0,1,0,0,"The utterance ""Yeah, that kind of feeling"" suggests a recognition of an emotional state but does not explicitly seek or provide empathy. It is vague and does not indicate a strong emotional engagement or a desire for understanding.",0 (the person's main attention is on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
"That sounds interesting. I'd like to share my moment about happiness that when I gave birth to a daughter, I was very happy.",0,0,1,0.5,positive,this is a dummy text,0,2,0,0,"The utterance expresses a personal experience of happiness related to giving birth, indicating a desire to share a positive emotion. However, it does not seek empathy from the listener nor does it provide empathy to someone else.",0,2,0,0
"I think this is a very interesting design that people can share their emotions and have an interaction with Haru, the smartest robot in the world.",0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance expresses a neutral observation about a design that facilitates emotional sharing and interaction with a robot, without indicating a personal emotional experience or a direct engagement with another person's feelings.",0,0,0,0
Oh so sad I can sense your feeling because we don't know what happened babies can't talk.,2,2,-0.7,0.5,negative,this is a dummy text,1,0,0,2,"The utterance expresses a strong emotional response to another person's feelings, indicating an understanding of their sadness and the situation involving babies who cannot communicate. This aligns with providing empathy.",1,2,1,1
Oh as a mom I can't hear that I'm going to cry,2,2,-0.8 (indicating a very negative emotional state),0.8 (indicating high emotional intensity),negative,this is a dummy text,0,1,0,1,"The utterance expresses a personal emotional response to a situation, indicating a strong emotional reaction and a desire for understanding and support.",0 (the focus is on the speaker's own feelings),"2 (strong emotional response, as indicated by ""I'm going to cry"")",0 (no expression of understanding towards another's feelings),0 (no probing into the situation of another)
"Yeah, I think you should go home and look after your daughter.",2,2,1,0,positive,this is a dummy text,0,0,0,2,"The utterance suggests a concern for the other person's well-being and implies an understanding of their responsibilities, indicating a supportive stance.",1,1,1,0
"Yeah, home is the shelter for us and because we live in Japan, our parents are very far away from us, I think families living together is the most important person we have.",2,2,0.5,0.2,positive,this is a dummy text,0,2,0,1,"The utterance reflects a personal sentiment about the importance of family and the emotional distance from parents, indicating a desire for connection and understanding regarding feelings of separation.",0,1,1,1
"I think you must be a good son, husband and dad in the family.",2,2,1,0.5,positive,this is a dummy text,0,0,0,2,"The utterance expresses a positive acknowledgment of the other person's qualities, indicating an understanding and appreciation of their role in the family. This suggests a provision of empathy towards the person being addressed.",1,1,1,0
When your family are going to visit you?,2,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance is a straightforward question about the timing of a family visit, lacking emotional depth or a request for understanding.",0,0,0,0
Sounds great. So you can take them travel around in Japan,2,0,1,0,positive,this is a dummy text,0,0,0,0,"The utterance is straightforward and fact-oriented, discussing travel plans without expressing or seeking emotional connection.",2,0,0,0
"Oh no, what a sad news for you. It's like maybe we may lose contact with him because he's very far away. Sounds like we lose some connections in personal life.",2,2,-0.5,0.5,negative,this is a dummy text,0,0,0,2,"The utterance expresses concern and sadness about the situation of another person, indicating an understanding of their feelings and the potential loss of connection.",1,2,1,1
I feel so sorry for you. I think maybe sometime you can visit him when you have time or he can go back to Japan and you can hang out together.,2,2,0.5,0.5,positive,this is a dummy text,2,0,0,2,"The utterance expresses a strong emotional response to another person's situation, indicating understanding and concern for their feelings. It also suggests a potential positive action that could help the other person feel better, which aligns with providing empathy.",1,2,1,1
